source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract,board_data_status
TM-83950-1774933610.lin,TM,open,8,o,none,2.0,W,S7JH59D34679KAC6K,S35QKH234KDJC4JQA,S248TH78AD2TC235T,,S7JH59D34679KAC6K,S35QKH234KDJC4JQA,S248TH78AD2TC235T,,10.0,1C PASS 1H 2D 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-83950-1774933610.lin,TM,open,9,e,ew,3.0,N,S3TQH479TADQAC3QA,S689AH8D24579KC25,S2H5JQKD38JC6789K,,S3TQH479TADQAC3QA,S689AH8D24579KC25,S2H5JQKD38JC6789K,,12.0,PASS PASS 1H PASS 2C PASS 2D! PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-83950-1774933610.lin,TM,open,10,b,both,4.0,E,S49AH8KD38C2567QK,S2378JH57QD56TCJA,S5TQH24AD4QC3489T,,S49AH8KD38C2567QK,S2378JH57QD56TCJA,S5TQH24AD4QC3489T,,9.0,1H 2C 2H 3C 4H PASS PASS 5C PASS PASS PASS,5C,missing_or_invalid
TM-83950-1774933610.lin,TM,open,11,o,none,1.0,S,S68TJAH4JQD5QAC5J,S45H278D24JKC47QK,S23H39TKAD39TC89A,,S68TJAH4JQD5QAC5J,S45H278D24JKC47QK,S23H39TKAD39TC89A,,10.0,1NT PASS 2D PASS 2H PASS 3NT PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-83950-1774933610.lin,TM,open,12,n,ns,2.0,W,S9KH258D58KC245JA,S6H3469TAD247JC8Q,S7JQHJQKD369TC67T,,S9KH258D58KC245JA,S6H3469TAD247JC8Q,S7JQHJQKD369TC67T,,10.0,PASS PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-83950-1774933610.lin,TM,open,13,b,both,3.0,N,S6JKH256JQD29C579,S2AH37TKAD6TC36QK,S8TQH49D357JQC2TJ,,S6JKH256JQD29C579,S2AH37TKAD6TC36QK,S8TQH49D357JQC2TJ,,,PASS 1S PASS 2H PASS 2NT PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-83950-1774933610.lin,TM,open,14,o,none,4.0,E,S7H2AD479C3678TJA,S269TJAH3678QDQC2,S3458QH45TJD8TC4K,,S7H2AD479C3678TJA,S269TJAH3678QDQC2,S3458QH45TJD8TC4K,,7.0,1D 3C 3S PASS 3NT PASS 4H PASS 4NT PASS 5C PASS 5D PASS 5S PASS PASS PASS,5S,missing_or_invalid
TM-83950-1774933610.lin,TM,open,15,n,ns,1.0,S,S45KAHTD468TC489A,S679HJD2KAC267JQK,S38H34678KD579C35,,S45KAHTD468TC489A,S679HJD2KAC267JQK,S38H34678KD579C35,,9.0,1D 2C PASS 2H PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-83950-1774933610.lin,TM,open,16,e,ew,2.0,W,S246QH679KD37KCTA,S589JAH5AD256JAC8,S7TKH48TD4TC35JQK,,S246QH679KD37KCTA,S589JAH5AD256JAC8,S7TKH48TD4TC35JQK,,11.0,1S PASS 1NT PASS 2D PASS PASS PASS,2D,missing_or_invalid
TM-83968-1774934374.lin,TM,open,1,o,none,3.0,N,S8TJKH258TKD69JAC,S2349QH7AD34C348J,S57AH34JD278TC67A,,S8TJKH258TKD69JAC,S2349QH7AD34C348J,S57AH34JD278TC67A,,,PASS PASS 2D PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-83968-1774934374.lin,TM,open,2,n,ns,4.0,E,S579TQH34JD469C28,S8H569D237JQC469Q,S6JAH7TQKAD5AC7TK,,S579TQH34JD469C28,S8H569D237JQC469Q,S6JAH7TQKAD5AC7TK,,,PASS PASS PASS 1H PASS PASS PASS,1H,missing_or_invalid
TM-83968-1774934374.lin,TM,open,3,e,ew,1.0,S,S47H25JKD6TAC48TK,S29TJKAH8D345KC39,S36QH479QDJC567QA,,S47H25JKD6TAC48TK,S29TJKAH8D345KC39,S36QH479QDJC567QA,,,PASS 1S X PASS 3H 3S 4H PASS PASS PASS,4H,missing_or_invalid
TM-83968-1774934374.lin,TM,open,4,b,both,2.0,W,S8JQAH79ADJC49TJA,S379KH258KD79C25Q,S6THTJD23468KC67K,,S8JQAH79ADJC49TJA,S379KH258KD79C25Q,S6THTJD23468KC67K,,,PASS PASS PASS 1C PASS 1D PASS 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-83968-1774934374.lin,TM,open,5,n,ns,3.0,N,S5JH28D578C34678T,S2479AH57D9TJAC29,S38TKH9JQD346C5QK,,S5JH28D578C34678T,S2479AH57D9TJAC29,S38TKH9JQD346C5QK,,,PASS 1H PASS 1S PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-83968-1774934374.lin,TM,open,6,e,ew,4.0,E,S2H8JKD68JQKC5678,S6QAH23459D24AC3K,S349TJH67QADTC2TA,,S2H8JKD68JQKC5678,S6QAH23459D24AC3K,S349TJH67QADTC2TA,,,PASS PASS 1H 1S PASS 2D 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-83968-1774934374.lin,TM,open,7,b,both,1.0,S,S34H35TQKD7QKC2JA,S9TQH69D369TC89TQ,S8AH278AD45JC367K,,S34H35TQKD7QKC2JA,S9TQH69D369TC89TQ,S8AH278AD45JC367K,,11.0,1H PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-83968-1774934374.lin,TM,open,8,o,none,2.0,W,S46H56789TJQD7C6J,S25KH34KD2TJC89TA,S79TJAH2AD35689C5,,S46H56789TJQD7C6J,S25KH34KD2TJC89TA,S79TJAH2AD35689C5,,,PASS PASS 1C 3H 3NT 4H PASS PASS PASS,4H,missing_or_invalid
TM-83968-1774934374.lin,TM,open,9,e,ew,3.0,N,S579H234QD2C34JQK,S38QH568JD5KAC79A,S46TJAH79KD6QC25T,,S579H234QD2C34JQK,S38QH568JD5KAC79A,S46TJAH79KD6QC25T,,,PASS 2D X 4D 4S PASS PASS 5D PASS PASS PASS,5D,missing_or_invalid
TM-83968-1774934374.lin,TM,open,10,b,both,4.0,E,S34QAH9D69QKC26QK,S2579TKH37TKD3AC3,S6JH46JQD2458C789,,S34QAH9D69QKC26QK,S2579TKH37TKD3AC3,S6JH46JQD2458C789,,,PASS 1D 3S PASS PASS PASS,3S,missing_or_invalid
TM-83968-1774934374.lin,TM,open,11,o,none,1.0,S,S6KH57JD3TJKAC349,S5JQH2349QKD89C58,S3489TH8TD46QC6QA,,S6KH57JD3TJKAC349,S5JQH2349QKD89C58,S3489TH8TD46QC6QA,,,1D PASS 1S 2C 2D 2H 3D 3H PASS PASS PASS,3H,missing_or_invalid
TM-83968-1774934374.lin,TM,open,12,n,ns,2.0,W,S2346JH8D347AC78K,S7QH3456JD89JKC4Q,S58KAH9KAD2QC23JA,,S2346JH8D347AC78K,S7QH3456JD89JKC4Q,S58KAH9KAD2QC23JA,,12.0,PASS 2NT PASS 3H X 3S PASS 3NT PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84019-1774936122.lin,TM,open,1,o,none,3.0,N,S78JH6QKD34C679QK,S2569TAH27JD28C28,S3KH4TD6TQKC34TJA,,S78JH6QKD34C679QK,S2569TAH27JD28C28,S3KH4TD6TQKC34TJA,,,1D 1H 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84019-1774936122.lin,TM,open,2,n,ns,4.0,E,S7QKH358D8TJC78TA,S489H279AD35C245J,S236JAH6TD69C39QK,,S7QKH358D8TJC78TA,S489H279AD35C245J,S236JAH6TD69C39QK,,,1D PASS 1H 1S 4H PASS PASS PASS,4H,missing_or_invalid
TM-84019-1774936122.lin,TM,open,3,e,ew,1.0,S,S2469TJHTD459C25K,S5H2459AD2368KC89,S78QH368JKDQAC6TA,,S2469TJHTD459C25K,S5H2459AD2368KC89,S78QH368JKDQAC6TA,,,PASS PASS 1H 2C PASS PASS PASS,2C,missing_or_invalid
TM-84019-1774936122.lin,TM,open,4,b,both,2.0,W,S6AH69TD348QC289K,S5789KH8QD6KC367Q,S4QH57JD579TAC45J,,S6AH69TD348QC289K,S5789KH8QD6KC367Q,S4QH57JD579TAC45J,,11.0,PASS PASS 1H PASS 1S PASS 2S PASS 3C PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84019-1774936122.lin,TM,open,5,n,ns,3.0,N,S7KAH4TD39TC359QA,S456H3JD6QKC478TJ,S89JQH2569KD7JC6K,,S7KAH4TD39TC359QA,S456H3JD6QKC478TJ,S89JQH2569KD7JC6K,,,PASS 1D X PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-84019-1774936122.lin,TM,open,6,e,ew,4.0,E,S28QH6TD4568TCTKA,S367AH479JQDKC68Q,SJKH358KAD2379JC7,,S28QH6TD4568TCTKA,S367AH479JQDKC68Q,SJKH358KAD2379JC7,,,PASS PASS 1H X 2C 2D 3C 3D 5C X PASS PASS XX PASS PASS PASS,5C,missing_or_invalid
TM-84019-1774936122.lin,TM,open,7,b,both,1.0,S,S2JH38KD389KAC78T,S4569KAH29D245QC9,S3QH6TJAD6TC235JQ,,S2JH38KD389KAC78T,S4569KAH29D245QC9,S3QH6TJAD6TC235JQ,,,PASS 2S PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-84019-1774936122.lin,TM,open,8,o,none,2.0,W,S69QKH7TD39AC59KA,S38H6QD257QC3678J,S245TJH24JD8KC24Q,,S69QKH7TD39AC59KA,S38H6QD257QC3678J,S245TJH24JD8KC24Q,,10.0,PASS PASS 1H X PASS 1S 2H 4S PASS PASS PASS,4S,missing_or_invalid
TM-84025-1774936258.lin,TM,open,1,o,none,3.0,N,S27QH236TQD6C246A,S45JKAH57D9KAC3TQ,S3TH4JKD345TJC78K,,S27QH236TQD6C246A,S45JKAH57D9KAC3TQ,S3TH4JKD345TJC78K,,,PASS PASS PASS 1S PASS 2S PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-84025-1774936258.lin,TM,open,2,n,ns,4.0,E,S6AH35KAD2347TAC3,S39H6789QD9JKC7TA,S257JQH2TD8QC459J,,S6AH35KAD2347TAC3,S39H6789QD9JKC7TA,S257JQH2TD8QC459J,,,PASS 1D PASS 1S 2C 3D PASS PASS PASS,3D,missing_or_invalid
TM-84025-1774936258.lin,TM,open,3,e,ew,1.0,S,S249H368TD368QC23,S36JQHQKD59C45TQK,S57H24JAD2TJKC79J,,S249H368TD368QC23,S36JQHQKD59C45TQK,S57H24JAD2TJKC79J,,12.0,PASS 1C PASS 1S PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84025-1774936258.lin,TM,open,4,b,both,2.0,W,SQKAH48D3458AC6TQ,S679JH27D2679JQC9,S234TH3569KDTC258,,SQKAH48D3458AC6TQ,S679JH27D2679JQC9,S234TH3569KDTC258,,,PASS PASS 1C 1NT 2D 2H 3C PASS PASS PASS,3C,missing_or_invalid
TM-84025-1774936258.lin,TM,open,5,n,ns,3.0,N,S3479JKH267AD3CTJ,S56QH9QD5TC469QKA,S28TH8JKD489KC578,,S3479JKH267AD3CTJ,S56QH9QD5TC469QKA,S28TH8JKD489KC578,,13.0,PASS 1D 2S 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84025-1774936258.lin,TM,open,6,e,ew,4.0,E,S2589KH8JAD26C37K,S36TAH29KD58TQCTJ,SJQH45TD347JAC259,,S2589KH8JAD26C37K,S36TAH29KD58TQCTJ,SJQH45TD347JAC259,,7.0,1C 1S PASS PASS X PASS 3NT X PASS PASS PASS,3NT,missing_or_invalid
TM-84025-1774936258.lin,TM,open,7,b,both,1.0,S,S78JKH69AD34AC9JQ,S2349H248TJD5KC48,S56QAHD89QC23567K,,S78JKH69AD34AC9JQ,S2349H248TJD5KC48,S56QAHD89QC23567K,,,1S PASS 2C! 2H 2NT PASS 5C PASS PASS PASS,5C,missing_or_invalid
TM-84025-1774936258.lin,TM,open,8,o,none,2.0,W,S25JQH5JQKDTC58TJ,SAH278D346KAC239K,S689TH9AD259JC47Q,,S25JQH5JQKDTC58TJ,SAH278D346KAC239K,S689TH9AD259JC47Q,,,1D PASS 1H PASS 2C PASS 2D PASS PASS PASS,2D,missing_or_invalid
TM-84025-1774936258.lin,TM,open,9,e,ew,3.0,N,S78TAH69JAD4QC49T,S459JH35KD35TKC5A,S26QKH27TQD27AC8J,,S78TAH69JAD4QC49T,S459JH35KD35TKC5A,S26QKH27TQD27AC8J,,,1D PASS 3NT PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84025-1774936258.lin,TM,open,10,b,both,4.0,E,S59QH4TAD58QAC4JK,S6TAH5689KD26C89Q,S3478JKH7JD34KC7A,,S59QH4TAD58QAC4JK,S6TAH5689KD26C89Q,S3478JKH7JD34KC7A,,,PASS 1NT PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-84025-1774936258.lin,TM,open,11,o,none,1.0,S,S4589KH6TAD58C78J,S26JAH9JQD49JQKC2,S3H8KD23TAC349TQK,,S4589KH6TAD58C78J,S26JAH9JQD49JQKC2,S3H8KD23TAC349TQK,,8.0,PASS 1NT 2C X PASS 2S 3C PASS PASS 3D PASS 3H PASS PASS PASS,3H,missing_or_invalid
TM-84025-1774936258.lin,TM,open,12,n,ns,2.0,W,SJAH27QAD48AC24KA,S37H36TD569QC38TJ,S2689TH45KD27JC79,,SJAH27QAD48AC24KA,S37H36TD569QC38TJ,S2689TH45KD27JC79,,,PASS PASS 1D X 1H 1S PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84054-1774937137.lin,TM,open,1,o,none,3.0,N,S24H47TKD4QC467TQ,S68AH359D6JKC589J,S359TH2JQAD357C2A,,S24H47TKD4QC467TQ,S68AH359D6JKC589J,S359TH2JQAD357C2A,,,1D X PASS 1NT PASS 2D PASS PASS 2H PASS PASS 3D PASS PASS 3H PASS PASS PASS,3H,missing_or_invalid
TM-84054-1774937137.lin,TM,open,2,n,ns,4.0,E,S567H267JD27C268Q,S28JHTKD4689C37JA,S49TH358ADTJAC45K,,S567H267JD27C268Q,S28JHTKD4689C37JA,S49TH358ADTJAC45K,,,1C PASS 2C PASS 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-84054-1774937137.lin,TM,open,3,e,ew,1.0,S,S8JH3TQD28KAC39TA,S6TH689AD4C258JQK,S49QKH2457JD37QC6,,S8JH3TQD28KAC39TA,S6TH689AD4C258JQK,S49QKH2457JD37QC6,,,PASS PASS 2H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-84054-1774937137.lin,TM,open,4,b,both,2.0,W,S79JQKHTJD3QC345A,S268AH34QD568TACQ,S3TH689KD27C278TK,,S79JQKHTJD3QC345A,S268AH34QD568TACQ,S3TH689KD27C278TK,,,1D 2C 2D 2S 3D PASS PASS 3S 4D PASS PASS PASS,4D,missing_or_invalid
TM-84054-1774937137.lin,TM,open,5,n,ns,3.0,N,S46H38JQD589AC34J,S2TJAH25D24TJQCTQ,S379QKH67AD6C578K,,S46H38JQD589AC34J,S2TJAH25D24TJQCTQ,S379QKH67AD6C578K,,,1S PASS PASS PASS,1S,missing_or_invalid
TM-84054-1774937137.lin,TM,open,6,e,ew,4.0,E,S38KH79JD57KC459J,S567QH2348KD46AC2,S29AH5QD9QC378QKA,,S38KH79JD57KC459J,S567QH2348KD46AC2,S29AH5QD9QC378QKA,,,PASS PASS PASS 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-84054-1774937137.lin,TM,open,7,b,both,1.0,S,S359KH46JD5JC237A,S7TJAH89TKD467AC9,S68QH35QD3TQC48TK,,S359KH46JD5JC237A,S7TJAH89TKD467AC9,S68QH35QD3TQC48TK,,,PASS 1D PASS 2D PASS PASS PASS,2D,missing_or_invalid
TM-84054-1774937137.lin,TM,open,8,o,none,2.0,W,S6QH278JKD9C245JK,S45789HTQD23TJCTA,S2JAH4AD478KAC67Q,,S6QH278JKD9C245JK,S45789HTQD23TJCTA,S2JAH4AD478KAC67Q,,,PASS 1C PASS 1H PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84056-1774937195.lin,TM,open,1,o,none,3.0,N,S679TJAH9D9C24QKA,SQH38TJD28TJQC579,S348H6QKAD356KC6T,,S679TJAH9D9C24QKA,SQH38TJD28TJQC579,S348H6QKAD356KC6T,,11.0,1D PASS 1S PASS 1NT PASS 3C PASS 3S PASS 4NT PASS 5D X 6S PASS PASS PASS,6S,missing_or_invalid
TM-84056-1774937195.lin,TM,open,2,n,ns,4.0,E,S8KH2359TKD59KC49,S36TH46AD4TQC2JKA,S7JAH8JD23C3678TQ,,S8KH2359TKD59KC49,S36TH46AD4TQC2JKA,S7JAH8JD23C3678TQ,,10.0,PASS 2H 3C PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84056-1774937195.lin,TM,open,3,e,ew,1.0,S,S35KAH267TAD67C3A,S27H39KD2QC589TJK,SH5JQD358TKC2467Q,,S35KAH267TAD67C3A,S27H39KD2QC589TJK,SH5JQD358TKC2467Q,,,1H PASS 2H 3S 4H PASS PASS PASS,4H,missing_or_invalid
TM-84056-1774937195.lin,TM,open,4,b,both,2.0,W,SQAH356KD24QC37JQ,S3JKH279AD689TC24,S25H4JQD37JAC68KA,,SQAH356KD24QC37JQ,S3JKH279AD689TC24,S25H4JQD37JAC68KA,,,PASS 1NT PASS 2C PASS 2D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84056-1774937195.lin,TM,open,5,n,ns,3.0,N,S3TAH237QD379JQC7,S5JH58D25KAC458JA,S267QH6AD6C369TQK,,S3TAH237QD379JQC7,S5JH58D25KAC458JA,S267QH6AD6C369TQK,,,1C 1H 2D 2NT 3C PASS PASS X PASS 3H PASS PASS PASS,3H,missing_or_invalid
TM-84056-1774937195.lin,TM,open,6,e,ew,4.0,E,S457JQH49D23TQC5A,S36TKH3JD9C34678Q,S89H8TQD58JKAC29K,,S457JQH49D23TQC5A,S36TKH3JD9C34678Q,S89H8TQD58JKAC29K,,8.0,1H 1S PASS 2NT PASS 3D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84056-1774937195.lin,TM,open,7,b,both,1.0,S,S2369TH345D4QKC46,S4JH2KAD2568TC35T,SQAH79JD37JC789JK,,S2369TH345D4QKC46,S4JH2KAD2568TC35T,SQAH79JD37JC789JK,,8.0,PASS PASS 1C 1NT PASS 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-84056-1774937195.lin,TM,open,8,o,none,2.0,W,S56789TH3D56JC4TJ,S23JKH48JQD24TC2Q,SQH5TAD38QAC3678A,,S56789TH3D56JC4TJ,S23JKH48JQD24TC2Q,SQH5TAD38QAC3678A,,10.0,PASS 1C 1H 2S 3H 3S 4H PASS PASS X PASS PASS PASS,4H,missing_or_invalid
TM-84058-1774937321.lin,TM,open,1,o,none,3.0,N,S345JQKH8JD357C49,S2689HQAD8TJAC56Q,SH256TD249QKC27TJ,,S345JQKH8JD357C49,S2689HQAD8TJAC56Q,SH256TD249QKC27TJ,,,PASS 1H PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84058-1774937321.lin,TM,open,2,n,ns,4.0,E,S59KAH26QD7TJQCTQ,S2478TJQH49D289C9,S3H58DKC2345678JK,,S59KAH26QD7TJQCTQ,S2478TJQH49D289C9,S3H58DKC2345678JK,,9.0,1H X 1S 3C 3D 3NT PASS 5C X PASS PASS PASS,5C,missing_or_invalid
TM-84058-1774937321.lin,TM,open,3,e,ew,1.0,S,S2QKH3478D37TAC35,S38TH5TKD45QC268Q,S4569JAH6D29KC4JK,,S2QKH3478D37TAC35,S38TH5TKD45QC268Q,S4569JAH6D29KC4JK,,,PASS PASS 1S 2H 2S PASS PASS 3C PASS 3H 3S PASS PASS PASS,3S,missing_or_invalid
TM-84058-1774937321.lin,TM,open,4,b,both,2.0,W,S258TH2346JKDQAC7,S37QKH57QD56KC246,S469HD3489TJC359Q,,S258TH2346JKDQAC7,S37QKH57QD56KC246,S469HD3489TJC359Q,,,PASS 2D 3C 3D 3NT 4D X PASS PASS PASS,4D,missing_or_invalid
TM-84058-1774937321.lin,TM,open,5,n,ns,3.0,N,S5QH249QD35QC79JK,S3478HJKD29AC58QA,S2TKAH67AD467C36T,,S5QH249QD35QC79JK,S3478HJKD29AC58QA,S2TKAH67AD467C36T,,,PASS PASS PASS 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-84058-1774937321.lin,TM,open,6,e,ew,4.0,E,S45QKH239DKC458TQ,S23JH68JD7TQAC67J,S8H45QD234569C39A,,S45QKH239DKC458TQ,S23JH68JD7TQAC67J,S8H45QD234569C39A,,,1S PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84058-1774937321.lin,TM,open,7,b,both,1.0,S,S3AH49TQAD458C9JQ,S247KH2357D2C26KA,S5THKD79TJQKAC458,,S3AH49TQAD458C9JQ,S247KH2357D2C26KA,S5THKD79TJQKAC458,,13.0,1H PASS 2D PASS 2NT PASS 6D PASS PASS PASS,6D,missing_or_invalid
TM-84058-1774937321.lin,TM,open,8,o,none,2.0,W,S247THJKDTQAC259A,S56H456AD589KC347,S389H239TQD7C68JK,,S247THJKDTQAC259A,S56H456AD589KC347,S389H239TQD7C68JK,,,PASS PASS 1D X 1H PASS 1S PASS 2D 3C 3D PASS PASS 3H PASS PASS PASS,3H,missing_or_invalid
TM-84071-1774937875.lin,TM,open,1,o,none,3.0,N,S69H48TQADJQKAC28,S3AH257JKD25C367A,S28TJKH6D48C49TJK,,S69H48TQADJQKAC28,S3AH257JKD25C367A,S28TJKH6D48C49TJK,,7.0,PASS PASS 1H PASS 1S PASS 2D PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84071-1774937875.lin,TM,open,2,n,ns,4.0,E,S9TQKH35TD29QKACJ,S568H4678D47TC27Q,S34JH2JKAD8JC56KA,,S9TQKH35TD29QKACJ,S568H4678D47TC27Q,S34JH2JKAD8JC56KA,,12.0,PASS 1D PASS 1H PASS 1S PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84071-1774937875.lin,TM,open,3,e,ew,1.0,S,SH56TKD248JQKC37T,S24689JH2QD9C6JKA,S37QAH78AD56AC248,,SH56TKD248JQKC37T,S24689JH2QD9C6JKA,S37QAH78AD56AC248,,,PASS 1S PASS 2S 3D 4S X PASS PASS PASS,4S,missing_or_invalid
TM-84071-1774937875.lin,TM,open,4,b,both,2.0,W,S289JQH8AD23456JC,S4TKH459D789AC27T,S3567H27QKDTC39JA,,S289JQH8AD23456JC,S4TKH459D789AC27T,S3567H27QKDTC39JA,,,PASS PASS 1C PASS 1NT PASS 2C PASS PASS PASS,2C,missing_or_invalid
TM-84084-1774938239.lin,TM,open,1,o,none,3.0,N,S45JKH379TD59JQCT,S26H246D78TC2358J,S789TAH8KAD34C79Q,,S45JKH379TD59JQCT,S26H246D78TC2358J,S789TAH8KAD34C79Q,,9.0,1S X 3S PASS 4S X PASS PASS PASS,4S,missing_or_invalid
TM-84084-1774938239.lin,TM,open,2,n,ns,4.0,E,S4JH2569TQAD6QC4Q,S289KH34D24JKAC78,S3TQHJKD379TC23KA,,S4JH2569TQAD6QC4Q,S289KH34D24JKAC78,S3TQHJKD379TC23KA,,,PASS 1H 2D 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84084-1774938239.lin,TM,open,3,e,ew,1.0,S,S379TKHD4578AC23Q,SJQH34689QD36JC8T,S68AH25JKAD9QC5JA,,S379TKHD4578AC23Q,SJQH34689QD36JC8T,S68AH25JKAD9QC5JA,,,PASS PASS 1C PASS 1S PASS 2H PASS 3D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84084-1774938239.lin,TM,open,4,b,both,2.0,W,S289QH34AD49QC58J,S367AH89JD2678TC2,S4TJH256QD35KC34T,,S289QH34AD49QC58J,S367AH89JD2678TC2,S4TJH256QD35KC34T,,10.0,PASS PASS 2C PASS PASS PASS,2C,missing_or_invalid
TM-84084-1774938239.lin,TM,open,5,n,ns,3.0,N,S379TJAHDJQKC8TQK,S245QKH68AD467C39,S68H4TJKD2389C456,,S379TJAHDJQKC8TQK,S245QKH68AD467C39,S68H4TJKD2389C456,,,PASS 2H 2S PASS PASS 3C PASS 3H PASS PASS 3S X PASS PASS PASS,3S,missing_or_invalid
TM-84084-1774938239.lin,TM,open,6,e,ew,4.0,E,S8JH24KD389AC89QA,S3TH679QAD267KC46,S2459KH58JD45TQCJ,,S8JH24KD389AC89QA,S3TH679QAD267KC46,S2459KH58JD45TQCJ,,,PASS 1D PASS 1S PASS 1NT PASS 2S PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-84084-1774938239.lin,TM,open,7,b,both,1.0,S,S49QKH679D67C369J,S56TJAH2JAD59C7QA,S7H45TQKDTJQC58TK,,S49QKH679D67C369J,S56TJAH2JAD59C7QA,S7H45TQKDTJQC58TK,,,PASS 1S 2H 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84084-1774938239.lin,TM,open,8,o,none,2.0,W,S8JH5678JKD6KAC48,S46QKAH249AD4C356,S37HTQD357TQC279Q,,S8JH5678JKD6KAC48,S46QKAH249AD4C356,S37HTQD357TQC279Q,,,1S PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84085-1774938250.lin,TM,open,1,o,none,3.0,N,S467KAH34TDTC5JQA,S29TJH278D358C79K,S8H6QKD269QKAC26T,,S467KAH34TDTC5JQA,S29TJH278D358C79K,S8H6QKD269QKAC26T,,,1D PASS 1S PASS 2D PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84085-1774938250.lin,TM,open,2,n,ns,4.0,E,SH2459KD23689JC5T,S56KH3TD57C468QKA,S2378AH8JDQKC379J,,SH2459KD23689JC5T,S56KH3TD57C468QKA,S2378AH8JDQKC379J,,,1S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84085-1774938250.lin,TM,open,3,e,ew,1.0,S,S58QH23TJQD35KC2J,S29KH5689D8AC67QA,S367TAHKD469TJC48,,S58QH23TJQD35KC2J,S29KH5689D8AC67QA,S367TAHKD469TJC48,,,PASS 1D PASS 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-84085-1774938250.lin,TM,open,4,b,both,2.0,W,S478H48TD467QC69T,S56TJKH59JAD9JC58,SQAH37QD3TAC3JQKA,,S478H48TD467QC69T,S56TJKH59JAD9JC58,SQAH37QD3TAC3JQKA,,,PASS 1C! PASS 1D 1S 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-84085-1774938250.lin,TM,open,5,n,ns,3.0,N,S5TH389TD56KC237Q,S2346AH7QD24AC6JK,S8H2JAD789TJQC45T,,S5TH389TD56KC237Q,S2346AH7QD24AC6JK,S8H2JAD789TJQC45T,,12.0,PASS 1S PASS 3H PASS 4D! PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84085-1774938250.lin,TM,open,6,e,ew,4.0,E,S9JAH2TKD5JKC58QA,S5TH6QAD23789TC4K,S23478QH79DQAC279,,S9JAH2TKD5JKC58QA,S5TH6QAD23789TC4K,S23478QH79DQAC279,,11.0,PASS 1C PASS 1S PASS 1NT PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-84085-1774938250.lin,TM,open,7,b,both,1.0,S,S6KAH359AD236TQC5,S579QH27TD57KC23J,S38TH468JD48C7QKA,,S6KAH359AD236TQC5,S579QH27TD57KC23J,S38TH468JD48C7QKA,,,1D PASS 1H PASS 2H PASS PASS PASS,2H,missing_or_invalid
