source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract
TM-64530-1751980974.lin,TM,open,1,o,none,3,N,S9JKHJQAD369TKC67,S24QH237D2QAC289A,S678TAH459TD5C345,,S9JKHJQAD369TKC67,S24QH237D2QAC289A,S678TAH459TD5C345,,10,PASS PASS 1D PASS 1S PASS 1NT PASS 2S PASS 4S PASS PASS PASS,4S
TM-64530-1751980974.lin,TM,closed,1,o,none,3,N,S9JKHJQAD369TKC67,S24QH237D2QAC289A,S678TAH459TD5C345,,S9JKHJQAD369TKC67,S24QH237D2QAC289A,S678TAH459TD5C345,,,PASS PASS 1D PASS 1S PASS 1NT PASS 2H PASS 2S PASS PASS PASS,2S
TM-64530-1751980974.lin,TM,open,2,n,ns,4,E,S78TJAH2479D37JCK,S46KH5QKD5AC5689Q,S29H36TJD689KC23J,,S78TJAH2479D37JCK,S46KH5QKD5AC5689Q,S29H36TJD689KC23J,,8,1D 1S 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,closed,2,n,ns,4,E,S78TJAH2479D37JCK,S46KH5QKD5AC5689Q,S29H36TJD689KC23J,,S78TJAH2479D37JCK,S46KH5QKD5AC5689Q,S29H36TJD689KC23J,,,1D 1S 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,open,3,e,ew,1,S,S7TQKAH7AD249AC2A,S2H24569QD38JQKCT,S4689JH8JD56C45QK,,S7TQKAH7AD249AC2A,S2H24569QD38JQKCT,S4689JH8JD56C45QK,,12,2C! 2H 2S 3H 6S PASS PASS PASS,6S
TM-64530-1751980974.lin,TM,closed,3,e,ew,1,S,S7TQKAH7AD249AC2A,S2H24569QD38JQKCT,S4689JH8JD56C45QK,,S7TQKAH7AD249AC2A,S2H24569QD38JQKCT,S4689JH8JD56C45QK,,12,2C! 2D! 2S PASS 3S PASS 4S PASS 4NT PASS 5D PASS 6S PASS PASS PASS,6S
TM-64530-1751980974.lin,TM,open,4,b,both,2,W,S5TJQH34579QDC39T,S378KAHTKAD359C27,S29HJD24678TJC46A,,S5TJQH34579QDC39T,S378KAHTKAD359C27,S29HJD24678TJC46A,,,1S 2D 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,closed,4,b,both,2,W,S5TJQH34579QDC39T,S378KAHTKAD359C27,S29HJD24678TJC46A,,S5TJQH34579QDC39T,S378KAHTKAD359C27,S29HJD24678TJC46A,,,1S PASS 2C PASS 2NT PASS 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,open,5,n,ns,3,N,S345H369KD2JAC589,SQH5TJQAD5QKC7TQK,STJAH247D67C2346J,,S345H369KD2JAC589,SQH5TJQAD5QKC7TQK,STJAH247D67C2346J,,,PASS 2S PASS 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,closed,5,n,ns,3,N,S345H369KD2JAC589,SQH5TJQAD5QKC7TQK,STJAH247D67C2346J,,S345H369KD2JAC589,SQH5TJQAD5QKC7TQK,STJAH247D67C2346J,,,PASS PASS 1C X PASS 2S PASS 3H PASS 3S PASS 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,open,6,e,ew,4,E,S25JKH67JD9JC3TJQ,S37QAH2358D3TAC48,S489HTQKD245QC67A,,S25JKH67JD9JC3TJQ,S37QAH2358D3TAC48,S489HTQKD245QC67A,,6,PASS PASS PASS 1D PASS 1S PASS PASS 2C PASS PASS 2S PASS PASS PASS,2S
TM-64530-1751980974.lin,TM,closed,6,e,ew,4,E,S25JKH67JD9JC3TJQ,S37QAH2358D3TAC48,S489HTQKD245QC67A,,S25JKH67JD9JC3TJQ,S37QAH2358D3TAC48,S489HTQKD245QC67A,,,PASS PASS 1S PASS 1NT PASS PASS PASS,1NT
TM-64530-1751980974.lin,TM,open,7,b,both,1,S,S2H245D2479TKC8QA,S34569HQAD58QC2TJ,S78JH678TD6JC3459,,S2H245D2479TKC8QA,S34569HQAD58QC2TJ,S78JH678TD6JC3459,,11,1D PASS PASS X 2D 2S PASS 4S PASS PASS PASS,4S
TM-64530-1751980974.lin,TM,closed,7,b,both,1,S,S2H245D2479TKC8QA,S34569HQAD58QC2TJ,S78JH678TD6JC3459,,S2H245D2479TKC8QA,S34569HQAD58QC2TJ,S78JH678TD6JC3459,,11,PASS PASS PASS 2NT PASS 3H! PASS 4S PASS PASS PASS,4S
TM-64530-1751980974.lin,TM,open,8,o,none,2,W,S57QKH3D57TC9TQKA,S2346JH9QAD289QC7,S9AH248JKD34KAC35,,S57QKH3D57TC9TQKA,S2346JH9QAD289QC7,S9AH248JKD34KAC35,,11,PASS 1H PASS 1S PASS 2D PASS 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,closed,8,o,none,2,W,S57QKH3D57TC9TQKA,S2346JH9QAD289QC7,S9AH248JKD34KAC35,,S57QKH3D57TC9TQKA,S2346JH9QAD289QC7,S9AH248JKD34KAC35,,,PASS 1H PASS 1S PASS 2D PASS 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,open,9,e,ew,3,N,S79JH26TQD2AC256T,S234568AHKAD56JC3,SH5JD349TQC4789QA,,S79JH26TQD2AC256T,S234568AHKAD56JC3,SH5JD349TQC4789QA,,11,1C 1H 1NT 4S 5C PASS PASS X PASS 5S PASS PASS PASS,5S
TM-64530-1751980974.lin,TM,closed,9,e,ew,3,N,S79JH26TQD2AC256T,S234568AHKAD56JC3,SH5JD349TQC4789QA,,S79JH26TQD2AC256T,S234568AHKAD56JC3,SH5JD349TQC4789QA,,10,1C 1H PASS 1S 2C 2S PASS 4S PASS PASS PASS,4S
TM-64530-1751980974.lin,TM,open,10,b,both,4,E,SH269KD89KAC2589Q,S268TKH7JD346QC7T,S3JQAH45TQAD2TJC6,,SH269KD89KAC2589Q,S268TKH7JD346QC7T,S3JQAH45TQAD2TJC6,,11,PASS 1C PASS 1H PASS 2H PASS 2S PASS 3D PASS 4NT PASS 5H! PASS 6H PASS PASS PASS,6H
TM-64530-1751980974.lin,TM,closed,10,b,both,4,E,SH269KD89KAC2589Q,S268TKH7JD346QC7T,S3JQAH45TQAD2TJC6,,SH269KD89KAC2589Q,S268TKH7JD346QC7T,S3JQAH45TQAD2TJC6,,10,PASS 1C PASS 1H PASS 2H PASS 4C PASS 4D! PASS 4NT PASS 5H! PASS 6H PASS PASS PASS,6H
TM-64530-1751980974.lin,TM,open,11,o,none,1,S,S5AH23KAD378KC9TA,S3KH57JQD49TJC3JQ,S69TH469D6QAC2468,,S5AH23KAD378KC9TA,S3KH57JQD49TJC3JQ,S69TH469D6QAC2468,,8,1D PASS PASS 1S X 1NT 2D PASS PASS X PASS 2S 3D X PASS 3S PASS PASS PASS,3S
TM-64530-1751980974.lin,TM,closed,11,o,none,1,S,S5AH23KAD378KC9TA,S3KH57JQD49TJC3JQ,S69TH469D6QAC2468,,S5AH23KAD378KC9TA,S3KH57JQD49TJC3JQ,S69TH469D6QAC2468,,,1D PASS 1NT 2S 3NT PASS PASS PASS,3NT
TM-64530-1751980974.lin,TM,open,12,n,ns,2,W,S29TKAH49TQAD9JC7,SH37KD2478QKC49QA,S456JH26D5AC35TJK,,S29TKAH49TQAD9JC7,SH37KD2478QKC49QA,S456JH26D5AC35TJK,,,1D PASS 1S PASS 2C PASS 2D 2H 3D PASS PASS PASS,3D
TM-64530-1751980974.lin,TM,closed,12,n,ns,2,W,S29TKAH49TQAD9JC7,SH37KD2478QKC49QA,S456JH26D5AC35TJK,,S29TKAH49TQAD9JC7,SH37KD2478QKC49QA,S456JH26D5AC35TJK,,10,1D PASS 1S 2H 3D PASS PASS 3H PASS PASS PASS,3H
TM-67630-1754144254.lin,TM,open,1,o,none,3,N,S26QKH46QD37QAC8Q,S35HTKD5C23469TJA,S89TH3578JD689C7K,,S26QKH46QD37QAC8Q,S35HTKD5C23469TJA,S89TH3578JD689C7K,,10,PASS 1D! 1NT 3NT PASS PASS PASS,3NT
TM-67630-1754144254.lin,TM,closed,1,o,none,3,N,S26QKH46QD37QAC8Q,S35HTKD5C23469TJA,S89TH3578JD689C7K,,S26QKH46QD37QAC8Q,S35HTKD5C23469TJA,S89TH3578JD689C7K,,10,PASS 1D 1NT 2C 2D! X 2H 3C PASS 3NT PASS PASS X PASS PASS PASS,3NT
TM-67630-1754144254.lin,TM,open,2,n,ns,4,E,SH2458AD3567AC36J,S23456TH79JQD8TCT,S9JKAH6KDJQC29QKA,,SH2458AD3567AC36J,S23456TH79JQD8TCT,S9JKAH6KDJQC29QKA,,,PASS 2H! PASS 2N! PASS 3D PASS 3NT PASS PASS PASS,3NT
TM-67630-1754144254.lin,TM,closed,2,n,ns,4,E,SH2458AD3567AC36J,S23456TH79JQD8TCT,S9JKAH6KDJQC29QKA,,SH2458AD3567AC36J,S23456TH79JQD8TCT,S9JKAH6KDJQC29QKA,,12,PASS 2H PASS 2NT PASS 3D PASS 4NT PASS 5H PASS 6H PASS PASS X 6NT PASS PASS X PASS PASS PASS,6NT
TM-67630-1754144254.lin,TM,open,3,e,ew,1,S,S79QH238D37TC59TK,S8AH457KAD5KAC8JA,S25TJHQD289JC237Q,,S79QH238D37TC59TK,S8AH457KAD5KAC8JA,S25TJHQD289JC237Q,,12,PASS 2C! PASS 2D PASS 2NT PASS 3C PASS 3H PASS 4H PASS PASS PASS,4H
TM-67630-1754144254.lin,TM,closed,3,e,ew,1,S,S79QH238D37TC59TK,S8AH457KAD5KAC8JA,S25TJHQD289JC237Q,,S79QH238D37TC59TK,S8AH457KAD5KAC8JA,S25TJHQD289JC237Q,,11,PASS 3NT PASS PASS PASS,3NT
TM-67630-1754144254.lin,TM,open,4,b,both,2,W,STKAH39D24TQC29TA,S2489H467QD5KC348,S3567H2JKAD69C6JQ,,STKAH39D24TQC29TA,S2489H467QD5KC348,S3567H2JKAD69C6JQ,,11,PASS 1D! 2D X PASS 2H PASS 3NT PASS PASS PASS,3NT
TM-67630-1754144254.lin,TM,closed,4,b,both,2,W,STKAH39D24TQC29TA,S2489H467QD5KC348,S3567H2JKAD69C6JQ,,STKAH39D24TQC29TA,S2489H467QD5KC348,S3567H2JKAD69C6JQ,,10,PASS 1C PASS 2C PASS 2H PASS 2NT PASS 3NT PASS PASS PASS,3NT
TM-67630-1754144254.lin,TM,open,5,n,ns,3,N,S9QKH2456JKD4AC4Q,S4AH39TAD579JQCTA,S278JH7QD23TC589K,,S9QKH2456JKD4AC4Q,S4AH39TAD579JQCTA,S278JH7QD23TC589K,,,PASS PASS 1H 1NT PASS PASS 2H 3D PASS PASS PASS,3D
TM-67630-1754144254.lin,TM,closed,5,n,ns,3,N,S9QKH2456JKD4AC4Q,S4AH39TAD579JQCTA,S278JH7QD23TC589K,,S9QKH2456JKD4AC4Q,S4AH39TAD579JQCTA,S278JH7QD23TC589K,,,PASS PASS 1H 1NT PASS PASS 2H PASS PASS PASS,2H
TM-67630-1754144254.lin,TM,open,6,e,ew,4,E,S89TH238D49TJC36T,S2367QAH5D78QKC58,S45JKH69TD6AC279J,,S89TH238D49TJC36T,S2367QAH5D78QKC58,S45JKH69TD6AC279J,,9,1H PASS 1S PASS 3C PASS 3S PASS 4H PASS 4N! PASS 5D PASS 6H X PASS PASS 6S X PASS PASS PASS,6S
TM-67630-1754144254.lin,TM,closed,6,e,ew,4,E,S89TH238D49TJC36T,S2367QAH5D78QKC58,S45JKH69TD6AC279J,,S89TH238D49TJC36T,S2367QAH5D78QKC58,S45JKH69TD6AC279J,,,1C! PASS 1S PASS 2H PASS 2S PASS 3C PASS 3D PASS 3H PASS 3NT PASS PASS PASS,3NT
TM-67630-1754144254.lin,TM,open,7,b,both,1,S,S267JHTJD34TC4567,S489QAH49QD59C23Q,S3KH23D278AC89TJA,,S267JHTJD34TC4567,S489QAH49QD59C23Q,S3KH23D278AC89TJA,,11,PASS PASS 1D! 1H PASS 2D! PASS 4H PASS PASS PASS,4H
TM-67630-1754144254.lin,TM,closed,7,b,both,1,S,S267JHTJD34TC4567,S489QAH49QD59C23Q,S3KH23D278AC89TJA,,S267JHTJD34TC4567,S489QAH49QD59C23Q,S3KH23D278AC89TJA,,10,PASS 1S 2C 2H PASS 3H PASS 4C! PASS 4D PASS 4H PASS PASS PASS,4H
TM-67630-1754144254.lin,TM,open,8,o,none,2,W,S35H49TQAD2KC5TJQ,S468TAH56D678AC8K,S7QKH38D34TC2379A,,S35H49TQAD2KC5TJQ,S468TAH56D678AC8K,S7QKH38D34TC2379A,,10,1S PASS 2S 3H PASS 4H X PASS PASS PASS,4H
TM-67630-1754144254.lin,TM,closed,8,o,none,2,W,S35H49TQAD2KC5TJQ,S468TAH56D678AC8K,S7QKH38D34TC2379A,,S35H49TQAD2KC5TJQ,S468TAH56D678AC8K,S7QKH38D34TC2379A,,11,1S PASS 2S X 3S 4C PASS PASS PASS,4C
TM-67630-1754144254.lin,TM,open,9,e,ew,3,N,S34JQH2467KD5JC8T,S7TH9TAD3789QAC3Q,S68H358D6C24567JA,,S34JQH2467KD5JC8T,S7TH9TAD3789QAC3Q,S68H358D6C24567JA,,10,3C 3S PASS 4S PASS PASS PASS,4S
TM-67630-1754144254.lin,TM,closed,9,e,ew,3,N,S34JQH2467KD5JC8T,S7TH9TAD3789QAC3Q,S68H358D6C24567JA,,S34JQH2467KD5JC8T,S7TH9TAD3789QAC3Q,S68H358D6C24567JA,,10,3C 3S PASS 4S PASS PASS PASS,4S
TM-67630-1754144254.lin,TM,open,10,b,both,4,E,S235H2346D2469C7Q,S7H59TJQD5TC58TKA,S4689H7KD8JQC234J,,S235H2346D2469C7Q,S7H59TJQD5TC58TKA,S4689H7KD8JQC234J,,13,2C PASS 2H PASS 2S PASS 3C PASS 3D PASS 3H PASS 4H PASS 4N! PASS 5D PASS 5H PASS PASS PASS,5H
TM-67630-1754144254.lin,TM,closed,10,b,both,4,E,S235H2346D2469C7Q,S7H59TJQD5TC58TKA,S4689H7KD8JQC234J,,S235H2346D2469C7Q,S7H59TJQD5TC58TKA,S4689H7KD8JQC234J,,12,1C! PASS 1H PASS 1S PASS 2C PASS 2D PASS 2NT PASS 4NT PASS 5D! PASS 6NT PASS PASS PASS,6NT
TM-67630-1754144254.lin,TM,open,11,o,none,1,S,S6JH67TJD9JKAC89K,S9TKH29D248QC3567,S3457H3458KD5TCTJ,,S6JH67TJD9JKAC89K,S9TKH29D248QC3567,S3457H3458KD5TCTJ,,8,1D PASS 1H X 2H X PASS 2S PASS PASS 3H PASS PASS PASS,3H
TM-67630-1754144254.lin,TM,closed,11,o,none,1,S,S6JH67TJD9JKAC89K,S9TKH29D248QC3567,S3457H3458KD5TCTJ,,S6JH67TJD9JKAC89K,S9TKH29D248QC3567,S3457H3458KD5TCTJ,,8,1D PASS 1H 1NT 2H 3C PASS PASS PASS,3C
TM-67630-1754144254.lin,TM,open,12,n,ns,2,W,S6AH47JD567C378JQ,S7H68AD3TQKC259KA,S2459H25TQD249C6T,,S6AH47JD567C378JQ,S7H68AD3TQKC259KA,S2459H25TQD249C6T,,12,1C PASS 1S PASS 2D PASS 2S PASS 2NT PASS 6NT PASS PASS PASS,6NT
TM-67630-1754144254.lin,TM,closed,12,n,ns,2,W,S6AH47JD567C378JQ,S7H68AD3TQKC259KA,S2459H25TQD249C6T,,S6AH47JD567C378JQ,S7H68AD3TQKC259KA,S2459H25TQD249C6T,,12,1C! PASS 1S PASS 2C PASS 2S PASS 3NT PASS PASS PASS,3NT
TM-745-1754914970.lin,TM,open,1,o,none,3,N,SKQJ3H5DT743CAQ95,ST42HT876DA2CK874,SA8HAK4DQJ986CT32,,SKQJ3H5DT743CAQ95,ST42HT876DA2CK874,SA8HAK4DQJ986CT32,,10,1D PASS 1S PASS 1NT PASS 2C PASS 2D PASS 3D PASS PASS PASS,3D
TM-745-1754914970.lin,TM,closed,1,o,none,3,N,SKQJ3H5DT743CAQ95,ST42HT876DA2CK874,SA8HAK4DQJ986CT32,,SKQJ3H5DT743CAQ95,ST42HT876DA2CK874,SA8HAK4DQJ986CT32,,,1D 1H 1S 2H X PASS 3C PASS 3S PASS 4S PASS PASS PASS,4S
TM-745-1754914970.lin,TM,open,2,n,ns,4,E,SAT2HAKJ964DQ9CQT,SQ4HQ83DT8765CAK2,SJ973HT5DJ3CJ9643,,SAT2HAKJ964DQ9CQT,SQ4HQ83DT8765CAK2,SJ973HT5DJ3CJ9643,,7,PASS 1H PASS PASS PASS,1H
TM-745-1754914970.lin,TM,closed,2,n,ns,4,E,SAT2HAKJ964DQ9CQT,SQ4HQ83DT8765CAK2,SJ973HT5DJ3CJ9643,,SAT2HAKJ964DQ9CQT,SQ4HQ83DT8765CAK2,SJ973HT5DJ3CJ9643,,8,PASS 1H PASS PASS PASS,1H
TM-745-1754914970.lin,TM,open,3,e,ew,1,S,S872HK2DQT942CQJ3,SJ65HJT73D86CK965,SAQ3HA65DAKJ5CT74,,S872HK2DQT942CQJ3,SJ65HJT73D86CK965,SAQ3HA65DAKJ5CT74,,,PASS PASS 1D PASS 2D PASS 3NT PASS PASS PASS,3NT
TM-745-1754914970.lin,TM,closed,3,e,ew,1,S,S872HK2DQT942CQJ3,SJ65HJT73D86CK965,SAQ3HA65DAKJ5CT74,,S872HK2DQT942CQJ3,SJ65HJT73D86CK965,SAQ3HA65DAKJ5CT74,,,PASS PASS 1D PASS 1NT PASS 3NT PASS PASS PASS,3NT
TM-745-1754914970.lin,TM,open,4,b,both,2,W,SQ8HJT3DJ954CJ832,ST43HQ9854DK8CAT5,SAKJ652H6DQ62CQ76,,SQ8HJT3DJ954CJ832,ST43HQ9854DK8CAT5,SAKJ652H6DQ62CQ76,,9,PASS 1S X PASS 3H PASS PASS PASS,3H
TM-745-1754914970.lin,TM,closed,4,b,both,2,W,SQ8HJT3DJ954CJ832,ST43HQ9854DK8CAT5,SAKJ652H6DQ62CQ76,,SQ8HJT3DJ954CJ832,ST43HQ9854DK8CAT5,SAKJ652H6DQ62CQ76,,10,PASS 1S X PASS 3H 3S 4H PASS PASS PASS,4H
TM-745-1754914970.lin,TM,open,5,n,ns,3,N,SJ98H865DJ83CAKJ3,S76542HJ74DQT2CT4,SAKQT3HT3DA95CQ76,,SJ98H865DJ83CAKJ3,S76542HJ74DQT2CT4,SAKQT3HT3DA95CQ76,,,1S 2H 2S PASS 3S PASS PASS PASS,3S
TM-745-1754914970.lin,TM,closed,5,n,ns,3,N,SJ98H865DJ83CAKJ3,S76542HJ74DQT2CT4,SAKQT3HT3DA95CQ76,,SJ98H865DJ83CAKJ3,S76542HJ74DQT2CT4,SAKQT3HT3DA95CQ76,,,1NT 2H! 3NT PASS 4S PASS PASS PASS,4S
TM-745-1754914970.lin,TM,open,6,e,ew,4,E,SK85HAQ97D74CKJ93,S92HK43DT93CQT865,SAJ63HJT85D862CA2,,SK85HAQ97D74CKJ93,S92HK43DT93CQT865,SAJ63HJT85D862CA2,,9,1D X PASS 1H PASS 2H PASS 3H PASS PASS PASS,3H
TM-745-1754914970.lin,TM,closed,6,e,ew,4,E,SK85HAQ97D74CKJ93,S92HK43DT93CQT865,SAJ63HJT85D862CA2,,SK85HAQ97D74CKJ93,S92HK43DT93CQT865,SAJ63HJT85D862CA2,,,1D X PASS 1H 1S PASS 2D 3H PASS 4H PASS PASS PASS,4H
TM-745-1754914970.lin,TM,open,7,b,both,1,S,SKJ5H765DAJ7CKQ96,SAQT4HQ98DK82CJ75,S3HAKT432D965C843,,SKJ5H765DAJ7CKQ96,SAQT4HQ98DK82CJ75,S3HAKT432D965C843,,,1C PASS 1H PASS 1NT PASS 2H PASS 3H PASS PASS PASS,3H
TM-745-1754914970.lin,TM,closed,7,b,both,1,S,SKJ5H765DAJ7CKQ96,SAQT4HQ98DK82CJ75,S3HAKT432D965C843,,SKJ5H765DAJ7CKQ96,SAQT4HQ98DK82CJ75,S3HAKT432D965C843,,9,1C X 4H PASS PASS PASS,4H
TM-745-1754914970.lin,TM,open,8,o,none,2,W,SAQJ9H76DA82CAK95,SKT43HJ985DJT3C72,S76HAKQ3DK97CQT43,,SAQJ9H76DA82CAK95,SKT43HJ985DJT3C72,S76HAKQ3DK97CQT43,,,PASS 1C PASS 2C PASS 2H PASS 2S PASS 3NT PASS 4NT PASS 5C! PASS 6NT PASS PASS PASS,6NT
TM-745-1754914970.lin,TM,closed,8,o,none,2,W,SAQJ9H76DA82CAK95,SKT43HJ985DJT3C72,S76HAKQ3DK97CQT43,,SAQJ9H76DA82CAK95,SKT43HJ985DJT3C72,S76HAKQ3DK97CQT43,,,PASS 1C PASS 1S PASS 1NT PASS 2D PASS 3NT PASS PASS PASS,3NT
TM-745-1754914970.lin,TM,open,9,e,ew,3,N,S964HKQ72D2C96532,SJ53H864DT7643CQT,SAK7HJT953DKQ8C84,,S964HKQ72D2C96532,SJ53H864DT7643CQT,SAK7HJT953DKQ8C84,,9,1H X 2H PASS PASS X PASS 3D 3H PASS PASS PASS,3H
TM-745-1754914970.lin,TM,closed,9,e,ew,3,N,S964HKQ72D2C96532,SJ53H864DT7643CQT,SAK7HJT953DKQ8C84,,S964HKQ72D2C96532,SJ53H864DT7643CQT,SAK7HJT953DKQ8C84,,,1H X 2D PASS PASS X 2H PASS PASS PASS,2H
TM-745-1754914970.lin,TM,open,10,b,both,4,E,SAK74HJ63DQT84C86,SJ85HK4D5CAQJ9432,SQ6HAT52DA973CKT5,,SAK74HJ63DQT84C86,SJ85HK4D5CAQJ9432,SQ6HAT52DA973CKT5,,9,PASS PASS 1C 1D PASS 2D 3C 3D PASS PASS 4C PASS PASS 4D PASS PASS PASS,4D
TM-745-1754914970.lin,TM,closed,10,b,both,4,E,SAK74HJ63DQT84C86,SJ85HK4D5CAQJ9432,SQ6HAT52DA973CKT5,,SAK74HJ63DQT84C86,SJ85HK4D5CAQJ9432,SQ6HAT52DA973CKT5,,,PASS PASS 3C X PASS 3S PASS PASS PASS,3S
TM-74543-1754311149.lin,TM,open,1,o,none,3,N,SJ82H8D75432CQJ62,SQ95HJT9732D86CA5,SA43HKQDAKT9CT987,,SJ82H8D75432CQJ62,SQ95HJT9732D86CA5,SA43HKQDAKT9CT987,,,1NT PASS PASS PASS,1NT
TM-74543-1754311149.lin,TM,closed,1,o,none,3,N,SJ82H8D75432CQJ62,SQ95HJT9732D86CA5,SA43HKQDAKT9CT987,,SJ82H8D75432CQJ62,SQ95HJT9732D86CA5,SA43HKQDAKT9CT987,,8,1NT PASS PASS 2D! PASS 2N! PASS 3C! PASS 3H PASS PASS PASS,3H
TM-74543-1754311149.lin,TM,open,2,n,ns,4,E,SKQ72HK64DKT6CJ74,STHAJT853D832CAQ3,S9654HQ7DAJ954CK2,,SKQ72HK64DKT6CJ74,STHAJT853D832CAQ3,S9654HQ7DAJ954CK2,,,PASS 1C 1H X PASS 2S 3H 4S X PASS PASS PASS,4S
TM-74543-1754311149.lin,TM,closed,2,n,ns,4,E,SKQ72HK64DKT6CJ74,STHAJT853D832CAQ3,S9654HQ7DAJ954CK2,,SKQ72HK64DKT6CJ74,STHAJT853D832CAQ3,S9654HQ7DAJ954CK2,,9,PASS 1C 1H D! PASS 1S 2H 3H! 4H PASS PASS 4S PASS PASS PASS,4S
TM-74543-1754311149.lin,TM,open,3,e,ew,1,S,SA64HAQ832D94CK92,SQ983H965DAQ862C4,SJ72HKJ4DJ73CQT75,,SA64HAQ832D94CK92,SQ983H965DAQ862C4,SJ72HKJ4DJ73CQT75,,7,1H 2D 2H 3D 3H PASS PASS PASS,3H
TM-74543-1754311149.lin,TM,closed,3,e,ew,1,S,SA64HAQ832D94CK92,SQ983H965DAQ862C4,SJ72HKJ4DJ73CQT75,,SA64HAQ832D94CK92,SQ983H965DAQ862C4,SJ72HKJ4DJ73CQT75,,,1H PASS 2H PASS PASS 2NT PASS 3C PASS 3D PASS PASS 3H PASS PASS 3S PASS PASS PASS,3S
TM-74543-1754311149.lin,TM,open,4,b,both,2,W,ST6HA2DKJT963CQ43,SKQ83HJ9765DQ4CA7,SA92HK3DA85CJT962,,ST6HA2DKJT963CQ43,SKQ83HJ9765DQ4CA7,SA92HK3DA85CJT962,,9,1H X 2D! 3D PASS PASS 3H 3NT PASS PASS PASS,3NT
TM-74543-1754311149.lin,TM,closed,4,b,both,2,W,ST6HA2DKJT963CQ43,SKQ83HJ9765DQ4CA7,SA92HK3DA85CJT962,,ST6HA2DKJT963CQ43,SKQ83HJ9765DQ4CA7,SA92HK3DA85CJT962,,8,1H X 4H X PASS PASS PASS,4H
TM-74543-1754311149.lin,TM,open,5,n,ns,3,N,SK75HA9DKQ76CAK95,S9862HJ864D53CQJT,SAJ3HKT753DAJTC86,,SK75HA9DKQ76CAK95,S9862HJ864D53CQJT,SAJ3HKT753DAJTC86,,,1H PASS 2C! PASS 2NT PASS 4NT PASS 5H PASS 6NT PASS PASS PASS,6NT
TM-74543-1754311149.lin,TM,closed,5,n,ns,3,N,SK75HA9DKQ76CAK95,S9862HJ864D53CQJT,SAJ3HKT753DAJTC86,,SK75HA9DKQ76CAK95,S9862HJ864D53CQJT,SAJ3HKT753DAJTC86,,,1H PASS 2C PASS 2NT PASS 3D PASS 3NT PASS 4NT PASS 5H! PASS 6NT PASS PASS PASS,6NT
TM-74543-1754311149.lin,TM,open,6,e,ew,4,E,STHT632DK7642CJ97,SAQ98754H98D5CA53,SJ62HQJ4DQJ83CK82,,STHT632DK7642CJ97,SAQ98754H98D5CA53,SJ62HQJ4DQJ83CK82,,12,1NT PASS 4H! PASS 4S! PASS PASS PASS,1NT
TM-74543-1754311149.lin,TM,closed,6,e,ew,4,E,STHT632DK7642CJ97,SAQ98754H98D5CA53,SJ62HQJ4DQJ83CK82,,STHT632DK7642CJ97,SAQ98754H98D5CA53,SJ62HQJ4DQJ83CK82,,,1NT PASS 2H! PASS 2S PASS 3C PASS 3NT PASS 4C! PASS 4S! PASS 5C PASS 6C PASS 6S PASS PASS PASS,6S
TM-74543-1754311149.lin,TM,open,7,b,both,1,S,ST84HJ743DKJ865C4,S973H85DAT942CK86,SJ2HQT62D7CAQT752,,ST84HJ743DKJ865C4,S973H85DAT942CK86,SJ2HQT62D7CAQT752,,10,PASS PASS 1C X PASS 1D PASS 1S PASS PASS PASS,1S
TM-74543-1754311149.lin,TM,closed,7,b,both,1,S,ST84HJ743DKJ865C4,S973H85DAT942CK86,SJ2HQT62D7CAQT752,,ST84HJ743DKJ865C4,S973H85DAT942CK86,SJ2HQT62D7CAQT752,,9,PASS PASS 1C X 1H 2D 2H 2S PASS 4S PASS PASS PASS,4S
TM-74543-1754311149.lin,TM,open,8,o,none,2,W,SK2HJ87DKT76CQ985,S974HAK654DQ4CAT3,SAJ86HT3DAJ53CK62,,SK2HJ87DKT76CQ985,S974HAK654DQ4CAT3,SAJ86HT3DAJ53CK62,,8,1H X 2D! PASS 2NT PASS 3H PASS PASS PASS,3H
TM-74543-1754311149.lin,TM,closed,8,o,none,2,W,SK2HJ87DKT76CQ985,S974HAK654DQ4CAT3,SAJ86HT3DAJ53CK62,,SK2HJ87DKT76CQ985,S974HAK654DQ4CAT3,SAJ86HT3DAJ53CK62,,9,1H X 2H 3C 3H PASS PASS PASS,3H
TM-74543-1754311149.lin,TM,open,9,e,ew,3,N,SJ8HKQT7DQ3CAJ752,SQT54H9652DT96CT8,SA972HJ843DK74C43,,SJ8HKQT7DQ3CAJ752,SQT54H9652DT96CT8,SA972HJ843DK74C43,,,PASS 1D 2C PASS 2NT PASS PASS PASS,2NT
